Filename,Datetime,Temperature,Average Brightness
000036.jpg,2024-09-18 04:15:00,,67.71388729319852
000037.jpg,2024-09-18 04:30:00,55,67.68176413143382
000038.jpg,2024-09-18 04:45:00,55,67.67451459099264
000039.jpg,2024-09-18 05:00:00,55,64.48778004365809
000040.jpg,2024-09-18 05:15:00,55,67.65261948529412
000041.jpg,2024-09-18 05:30:00,55,67.49754279641544
000042.jpg,2024-09-18 05:45:00,55,67.50866842830882
000043.jpg,2024-09-18 06:00:00,55,67.54721823299633
000044.jpg,2024-09-18 06:15:00,55,64.98412224264706
000045.jpg,2024-09-18 06:30:00,55,72.52297937729779
000046.jpg,2024-09-18 06:45:00,55,75.34668974034926
000047.jpg,2024-09-18 07:00:00,53,104.69650160845588
000048.jpg,2024-09-18 07:15:00,55,106.39175235523896
000049.jpg,2024-09-18 07:30:00,55,109.07483053768382
000050.jpg,2024-09-18 07:45:00,55,110.15057875689338
000051.jpg,2024-09-18 08:00:00,53,108.09814740349265
000052.jpg,2024-09-18 08:15:00,55,106.83242761948529
000053.jpg,2024-09-18 08:30:00,55,101.81024959788603
000054.jpg,2024-09-18 08:45:00,55,110.01059139476104
000055.jpg,2024-09-18 09:00:00,55,110.30815573299633
000056.jpg,2024-09-18 09:15:00,55,110.847705078125
000057.jpg,2024-09-18 09:30:00,,106.11068905101104
000058.jpg,2024-09-18 09:45:00,,106.54298598345588
000059.jpg,2024-09-18 10:00:00,,103.4121337890625
000060.jpg,2024-09-18 10:15:00,59,108.51853314568015
000061.jpg,2024-09-18 10:30:00,60,105.00346392463236
000062.jpg,2024-09-18 10:45:00,60,106.54737046185662
000063.jpg,2024-09-18 11:00:00,62,98.13289435891544
000064.jpg,2024-09-18 11:15:00,62,94.44028463924633
000065.jpg,2024-09-18 11:30:00,64,104.40997529871323
000066.jpg,2024-09-18 11:45:00,66,101.62637724034927
000067.jpg,2024-09-18 12:00:00,66,102.94111758961397
000068.jpg,2024-09-18 12:01:48,68,103.78194221047794
000069.jpg,2024-09-18 12:15:00,68,102.35752096737133
000070.jpg,2024-09-18 12:30:00,68,109.4038818359375
000071.jpg,2024-09-18 12:45:00,69,104.87957691865809
000072.jpg,2024-09-18 13:00:00,69,104.70339499080882
000073.jpg,2024-09-18 13:15:00,69,104.63036247702206
000074.jpg,2024-09-18 13:30:00,69,109.92513068704044
000075.jpg,2024-09-18 13:45:00,69,97.423046875
000076.jpg,2024-09-18 14:00:00,69,97.31562069163603
000077.jpg,2024-09-18 14:15:00,69,104.16520134420956
000078.jpg,2024-09-18 14:30:00,71,107.20829647288603
000079.jpg,2024-09-18 14:45:00,71,106.18167365579045
000080.jpg,2024-09-18 15:00:00,71,97.11047076056985
000081.jpg,2024-09-18 15:15:00,71,101.74794491038602
000082.jpg,2024-09-18 15:30:00,71,101.62842658547794
000083.jpg,2024-09-18 15:45:00,71,105.86974810431985
000084.jpg,2024-09-18 16:00:00,71,97.70456399356618
000085.jpg,2024-09-18 16:15:00,71,99.7661319508272
000086.jpg,2024-09-18 16:30:00,69,96.53322035845588
000087.jpg,2024-09-18 16:45:00,71,101.11470731847426
000088.jpg,2024-09-18 17:00:00,69,111.22447581571691
000089.jpg,2024-09-18 17:15:00,69,104.95463723575368
000090.jpg,2024-09-18 17:30:00,71,95.97255141314338
000091.jpg,2024-09-18 17:45:00,69,100.10715044806986
000092.jpg,2024-09-18 18:00:00,69,101.74556525735294
000093.jpg,2024-09-18 18:15:00,69,98.55239975873162
000094.jpg,2024-09-18 18:30:00,69,79.14548627068015
000095.jpg,2024-09-18 18:45:00,69,69.41480066636029
000096.jpg,2024-09-18 19:00:00,69,68.73544347426471
000097.jpg,2024-09-18 19:15:00,68,67.26610035615809
000098.jpg,2024-09-18 19:30:00,68,67.08639275045955
000099.jpg,2024-09-18 19:45:00,68,67.08376752068014
000100.jpg,2024-09-18 20:00:00,68,67.07327521829045
000101.jpg,2024-09-18 20:15:00,66,67.14967830882352
000102.jpg,2024-09-18 20:30:00,66,67.2711540670956
000103.jpg,2024-09-18 20:45:00,66,67.05945973115809
000104.jpg,2024-09-18 21:00:00,66,67.23365981158088
000105.jpg,2024-09-18 21:15:00,66,67.15682875689338
000106.jpg,2024-09-18 21:30:00,64,67.1894172219669
000107.jpg,2024-09-18 21:45:00,66,67.19609231387868
000108.jpg,2024-09-18 22:00:00,64,67.2943301930147
000109.jpg,2024-09-18 22:15:00,64,67.30266831341912
000110.jpg,2024-09-18 22:30:00,64,67.30778521369486
000111.jpg,2024-09-18 22:45:00,64,67.36851878446691
000112.jpg,2024-09-18 23:00:00,64,67.36772173713236
000113.jpg,2024-09-18 23:15:00,64,67.37295065487132
000114.jpg,2024-09-18 23:30:00,64,67.4211066750919
000115.jpg,2024-09-18 23:45:00,62,67.39599752987132
000116.jpg,2024-09-19 00:00:00,62,67.45203067555147
000117.jpg,2024-09-19 00:15:00,62,67.52919203814338
000118.jpg,2024-09-19 00:27:40,62,71.0078125
000119.jpg,2024-09-19 00:27:41,62,54.13602510340073
000120.jpg,2024-09-19 00:27:43,62,47.517885454963235
000121.jpg,2024-09-19 00:27:46,62,66.99016544117647
000122.jpg,2024-09-19 00:27:47,62,63.875950712316175
000123.jpg,2024-09-19 00:27:48,62,63.8957950367647
000124.jpg,2024-09-19 00:27:48,62,63.8957950367647
000125.jpg,2024-09-19 00:30:00,64,63.907463522518384
000126.jpg,2024-09-19 00:45:00,62,66.95122931985294
000127.jpg,2024-09-19 01:00:00,62,66.93770536534926
000128.jpg,2024-09-19 01:15:00,62,66.99803538602941
000129.jpg,2024-09-19 01:30:00,62,66.9232421875
000130.jpg,2024-09-19 01:45:00,62,66.95011345358456
000131.jpg,2024-09-19 02:00:00,62,66.86999798943015
000132.jpg,2024-09-19 02:15:00,62,66.87578843060662
000133.jpg,2024-09-19 02:30:00,62,66.96846708409926
000134.jpg,2024-09-19 02:30:30,62,66.97888327205882
000135.jpg,2024-09-19 02:30:31,62,67.4004940257353
000136.jpg,2024-09-19 02:30:32,62,67.37404497931985
000137.jpg,2024-09-19 02:30:35,62,64.91780646829044
000138.jpg,2024-09-19 02:30:36,62,60.41013327205882
000139.jpg,2024-09-19 02:30:39,62,60.1274169921875
000140.jpg,2024-09-19 02:45:00,62,63.543772977941174
000141.jpg,2024-09-19 03:00:00,60,66.63587000229779
000142.jpg,2024-09-19 03:15:00,60,66.67059685202206
000143.jpg,2024-09-19 03:30:00,60,66.67419577205882
000144.jpg,2024-09-19 03:45:00,60,66.70215561810662
000145.jpg,2024-09-19 04:00:00,60,66.72672621783089
000146.jpg,2024-09-19 04:15:00,60,66.71163832720588
000147.jpg,2024-09-19 04:30:00,60,66.72208036534927
000148.jpg,2024-09-19 04:45:00,62,66.74425407858456
000149.jpg,2024-09-19 05:00:00,60,66.73511603860294
000150.jpg,2024-09-19 05:15:00,60,66.72321346507353
000151.jpg,2024-09-19 05:30:00,60,66.7791259765625
000152.jpg,2024-09-19 05:45:00,60,66.77586885340074
000153.jpg,2024-09-19 06:00:00,60,66.75504940257353
000154.jpg,2024-09-19 06:15:00,60,67.00072380514706
000155.jpg,2024-09-19 06:30:00,59,69.53173397288603
000156.jpg,2024-09-19 06:45:00,59,83.850634765625
000157.jpg,2024-09-19 07:00:00,59,100.0565860523897
000158.jpg,2024-09-19 07:15:00,59,111.37471852022058
000159.jpg,2024-09-19 07:30:00,59,107.14427131204044
000160.jpg,2024-09-19 07:45:00,59,110.53516773897059
000161.jpg,2024-09-19 08:00:00,59,113.13145680147059
000162.jpg,2024-09-19 08:15:00,59,115.8346622242647
000163.jpg,2024-09-19 08:30:00,59,105.80395220588235
000164.jpg,2024-09-19 08:45:00,60,101.67275103400735
000165.jpg,2024-09-19 09:00:00,60,115.78866182215073
000166.jpg,2024-09-19 09:15:00,62,101.41222570082721
000167.jpg,2024-09-19 09:30:00,62,111.50892118566176
000168.jpg,2024-09-19 09:45:00,64,101.79783576516544
000169.jpg,2024-09-19 10:00:00,64,99.7791934742647
000170.jpg,2024-09-19 10:15:00,64,94.5236083984375
000171.jpg,2024-09-19 10:30:00,66,101.67566061580882
000172.jpg,2024-09-19 10:45:00,66,104.88792940027574
000173.jpg,2024-09-19 11:00:00,68,95.68140366498162
000174.jpg,2024-09-19 11:15:00,68,91.4122860179228
000175.jpg,2024-09-19 11:30:00,69,94.75300867417279
000176.jpg,2024-09-19 11:45:00,69,92.67323787913602
000177.jpg,2024-09-19 12:00:00,69,101.2844970703125
000178.jpg,2024-09-19 12:01:48,69,100.56697064568014
000179.jpg,2024-09-19 12:15:00,69,104.95081140854779
000180.jpg,2024-09-19 12:30:00,71,99.90064769071691
000181.jpg,2024-09-19 12:45:00,71,104.61388298483456
000182.jpg,2024-09-19 13:00:00,71,96.34397977941177
000183.jpg,2024-09-19 13:15:00,71,105.22303107766544
000184.jpg,2024-09-19 13:30:00,71,102.52240062040441
000185.jpg,2024-09-19 13:45:00,73,102.64163602941177
000186.jpg,2024-09-19 14:00:00,71,99.49314252068015
000187.jpg,2024-09-19 14:15:00,73,112.22334989659926
000188.jpg,2024-09-19 14:30:00,71,109.63663114659927
000189.jpg,2024-09-19 14:45:00,71,95.09459731158088
000190.jpg,2024-09-19 15:00:00,73,104.27971478630515
000191.jpg,2024-09-19 15:15:00,71,97.02527142693015
000192.jpg,2024-09-19 15:30:00,71,112.48340418198529
000193.jpg,2024-09-19 15:45:00,73,106.53619887408088
000194.jpg,2024-09-19 16:00:00,71,102.293017578125
000195.jpg,2024-09-19 16:15:00,71,101.41360006893382
000196.jpg,2024-09-19 16:30:00,71,115.63851102941176
000197.jpg,2024-09-19 16:45:00,71,110.81224724264706
000198.jpg,2024-09-19 17:00:00,73,101.83257266773897
000199.jpg,2024-09-19 17:15:00,73,109.22028090533088
000200.jpg,2024-09-19 17:30:00,71,100.6018253102022
000201.jpg,2024-09-19 17:45:00,71,102.91056841681986
000202.jpg,2024-09-19 18:00:00,71,104.89229090073529
000203.jpg,2024-09-19 18:15:00,71,96.93241613051471
000204.jpg,2024-09-19 18:30:00,71,107.41619370404412
000205.jpg,2024-09-19 18:45:00,69,60.55235380284927
000206.jpg,2024-09-19 19:00:00,69,62.51005715762868
000207.jpg,2024-09-19 19:15:00,69,62.407421875
000208.jpg,2024-09-19 19:30:00,68,65.39778837316176
000209.jpg,2024-09-19 19:45:00,68,65.3017764820772
000210.jpg,2024-09-19 20:00:00,68,65.32229721966912
000211.jpg,2024-09-19 20:15:00,68,65.36361443014705
000212.jpg,2024-09-19 20:30:00,68,65.41779641544117
000213.jpg,2024-09-19 20:45:00,68,65.4620849609375
000214.jpg,2024-09-19 21:00:00,66,65.52320341222426
000215.jpg,2024-09-19 21:15:00,66,65.55966940487133
000216.jpg,2024-09-19 21:30:00,66,65.63734202665441
000217.jpg,2024-09-19 21:45:00,66,65.67623793658088
000218.jpg,2024-09-19 22:00:00,66,65.70778521369485
000219.jpg,2024-09-19 22:15:00,66,62.598832433363974
000220.jpg,2024-09-19 22:30:00,66,65.79285529641544
000221.jpg,2024-09-19 22:45:00,66,65.86978257123162
000222.jpg,2024-09-19 23:00:00,64,65.8983513327206
000223.jpg,2024-09-19 23:15:00,64,65.91368623621324
000224.jpg,2024-09-19 23:23:58,66,36.61069479549632
000225.jpg,2024-09-19 23:23:59,66,36.72452320772059
000226.jpg,2024-09-19 23:24:08,66,54.822854434742645
000227.jpg,2024-09-19 23:24:09,66,58.73539321001838
000228.jpg,2024-09-19 23:24:10,66,54.841789694393384
000229.jpg,2024-09-19 23:24:13,66,62.58150275735294
000230.jpg,2024-09-19 23:24:16,66,62.93186609604779
000231.jpg,2024-09-19 23:24:17,66,62.858730181525736
000232.jpg,2024-09-19 23:30:00,68,63.02598805147059
000233.jpg,2024-09-19 23:45:00,64,66.14512724034927
000234.jpg,2024-09-20 00:00:00,64,66.20078986672794
000235.jpg,2024-09-20 00:15:00,64,66.24138327205883
000236.jpg,2024-09-20 00:30:00,64,66.23984518612133
000237.jpg,2024-09-20 00:38:16,62,38.59272030101103
000238.jpg,2024-09-20 00:38:17,62,51.57753331801471
000239.jpg,2024-09-20 00:38:19,62,54.01689740349265
000240.jpg,2024-09-20 00:38:21,62,63.16796013327206
000241.jpg,2024-09-20 00:38:23,62,63.139129997702206
000242.jpg,2024-09-20 00:38:24,62,63.16069192325368
000243.jpg,2024-09-20 00:45:00,64,66.18467514935662
000244.jpg,2024-09-20 01:00:00,62,63.06759105009191
000245.jpg,2024-09-20 01:15:00,62,66.25780675551471
000246.jpg,2024-09-20 01:30:00,62,66.2681525735294
000247.jpg,2024-09-20 01:45:00,62,66.17182329963235
000248.jpg,2024-09-20 02:00:00,62,66.2141299977022
000249.jpg,2024-09-20 02:15:00,62,63.18020306755515
000250.jpg,2024-09-20 02:30:00,62,66.24254796645221
000251.jpg,2024-09-20 02:45:00,62,66.24817899816176
000252.jpg,2024-09-20 03:00:00,62,66.27134937959559
000253.jpg,2024-09-20 03:15:00,62,66.28130744485294
000254.jpg,2024-09-20 03:30:00,62,63.24982192095588
000255.jpg,2024-09-20 03:45:00,62,66.33328354779412
000256.jpg,2024-09-20 04:00:00,62,66.28788057215074
000257.jpg,2024-09-20 04:15:00,62,66.33432186351104
000258.jpg,2024-09-20 04:30:00,64,66.33035386029412
000259.jpg,2024-09-20 04:45:00,64,63.18639131433824
000260.jpg,2024-09-20 05:00:00,62,64.87120576746324
000261.jpg,2024-09-20 05:15:00,62,69.8536190257353
000262.jpg,2024-09-20 05:30:00,62,73.12485638786765
000263.jpg,2024-09-20 05:45:00,62,68.98526970358456
000264.jpg,2024-09-20 06:00:00,62,68.88470674402573
000265.jpg,2024-09-20 06:15:00,62,72.17776166130514
000266.jpg,2024-09-20 06:30:00,62,74.00105985753676
000267.jpg,2024-09-20 06:45:00,62,95.21440860523897
000268.jpg,2024-09-20 07:00:00,62,104.11316205193015
000269.jpg,2024-09-20 07:15:00,62,111.83798971737133
000270.jpg,2024-09-20 07:30:00,62,107.21593807444853
000271.jpg,2024-09-20 07:45:00,62,105.51588493795956
000272.jpg,2024-09-20 08:00:00,62,99.35309053308823
000273.jpg,2024-09-20 08:15:00,62,106.10516429227941
000274.jpg,2024-09-20 08:30:00,62,98.42714987362132
000275.jpg,2024-09-20 08:45:00,62,105.4533145680147
000276.jpg,2024-09-20 09:00:00,62,108.6640265969669
000277.jpg,2024-09-20 09:15:00,62,108.01108542049633
000278.jpg,2024-09-20 09:30:00,62,104.8221794577206
000279.jpg,2024-09-20 09:45:00,64,110.28644014246323
000280.jpg,2024-09-20 10:00:00,62,97.55713895909926
000281.jpg,2024-09-20 10:15:00,62,112.10061178768382
000282.jpg,2024-09-20 10:30:00,62,96.71853601792279
000283.jpg,2024-09-20 10:45:00,62,105.37403779871323
000284.jpg,2024-09-20 11:00:00,62,98.25511977251838
000285.jpg,2024-09-20 11:15:00,62,111.88264590992647
000286.jpg,2024-09-20 11:30:00,64,99.64640538832721
000287.jpg,2024-09-20 11:45:00,64,110.43148839613971
000288.jpg,2024-09-20 12:00:00,64,108.03752010569853
000289.jpg,2024-09-20 12:01:48,64,105.22409955193015
000290.jpg,2024-09-20 12:15:00,64,110.94998420266545
000291.jpg,2024-09-20 12:30:00,64,99.51868537454044
000292.jpg,2024-09-20 12:45:00,64,108.35030876608455
000293.jpg,2024-09-20 13:00:00,64,102.9174129710478
000294.jpg,2024-09-20 13:15:00,64,96.25901166130515
000295.jpg,2024-09-20 13:30:00,64,97.89229090073529
000296.jpg,2024-09-20 13:45:00,64,103.69238137637868
000297.jpg,2024-09-20 14:00:00,64,105.1412166819853
000298.jpg,2024-09-20 14:15:00,64,112.60769473805146
000299.jpg,2024-09-20 14:30:00,66,107.0033820657169
000300.jpg,2024-09-20 14:45:00,66,100.10694221047794
000301.jpg,2024-09-20 15:00:00,66,104.60718060661765
000302.jpg,2024-09-20 15:15:00,66,104.40194450827205
000303.jpg,2024-09-20 15:30:00,66,104.48234719669118
000304.jpg,2024-09-20 15:45:00,66,109.39908088235295
000305.jpg,2024-09-20 16:00:00,66,107.96213235294118
000306.jpg,2024-09-20 16:15:00,64,101.14956629136029
000307.jpg,2024-09-20 16:30:00,64,97.08627068014705
000308.jpg,2024-09-20 16:45:00,64,95.91661305147059
000309.jpg,2024-09-20 17:00:00,64,104.82923512178309
000310.jpg,2024-09-20 17:15:00,64,108.75271283318014
000311.jpg,2024-09-20 17:30:00,64,103.21704532398897
000312.jpg,2024-09-20 17:45:00,64,110.42886460248162
000313.jpg,2024-09-20 18:00:00,64,88.81387580422795
000314.jpg,2024-09-20 18:15:00,64,61.45729549632353
000315.jpg,2024-09-20 18:30:00,64,64.70623707490809
000316.jpg,2024-09-20 18:45:00,64,67.07387264476102
000317.jpg,2024-09-20 19:00:00,62,65.18279670266544
000318.jpg,2024-09-20 19:15:00,62,68.62478170955882
000319.jpg,2024-09-20 19:30:00,62,71.87710391773896
000320.jpg,2024-09-20 19:45:00,62,68.64464613970588
000321.jpg,2024-09-20 20:00:00,62,68.70906623391544
000322.jpg,2024-09-20 20:15:00,62,71.98739516314338
000323.jpg,2024-09-20 20:30:00,62,68.77251263786765
000324.jpg,2024-09-20 20:45:00,62,68.67725040211397
000325.jpg,2024-09-20 21:00:00,62,68.69060345818015
000326.jpg,2024-09-20 21:15:00,62,72.07425321691177
000327.jpg,2024-09-20 21:30:00,62,68.73836167279411
000328.jpg,2024-09-20 21:45:00,60,68.77583869485294
000329.jpg,2024-09-20 22:00:00,60,72.20780101102942
000330.jpg,2024-09-20 22:15:00,60,68.78292451746323
000331.jpg,2024-09-20 22:17:43,62,70.7232421875
000332.jpg,2024-09-20 22:17:44,62,70.08822380514705
000333.jpg,2024-09-20 22:17:45,62,70.14159581801471
000334.jpg,2024-09-20 22:17:48,62,71.28432329963235
000335.jpg,2024-09-20 22:17:48,62,71.14722254136029
000336.jpg,2024-09-20 22:17:49,62,71.30478084788604
000337.jpg,2024-09-20 22:17:51,62,71.05168887867647
000338.jpg,2024-09-20 22:17:52,62,71.8088134765625
000339.jpg,2024-09-20 22:17:53,62,70.85583926930147
000340.jpg,2024-09-20 22:17:53,62,70.85583926930147
000341.jpg,2024-09-20 22:17:54,62,71.04775677849264
000342.jpg,2024-09-20 22:17:55,62,70.77397748161765
000343.jpg,2024-09-20 22:17:55,62,70.640185546875
000344.jpg,2024-09-20 22:17:57,62,65.01797305836396
000345.jpg,2024-09-20 22:17:58,62,53.074306353400736
000346.jpg,2024-09-20 22:17:59,62,63.59735466452206
000347.jpg,2024-09-20 22:18:02,62,63.211315199908086
000348.jpg,2024-09-20 22:18:02,62,63.68288143382353
000349.jpg,2024-09-20 22:18:03,62,63.7616756663603
000350.jpg,2024-09-20 22:18:06,62,32.54923454733456
000351.jpg,2024-09-20 22:18:08,62,33.589203239889706
000352.jpg,2024-09-20 22:18:09,62,46.88916877297794
000353.jpg,2024-09-20 22:18:13,62,46.00309340533088
000354.jpg,2024-09-20 22:18:14,62,46.15383157169118
000355.jpg,2024-09-20 22:18:15,62,46.23791934742647
000356.jpg,2024-09-20 22:18:17,62,46.282867072610294
000357.jpg,2024-09-20 22:18:18,62,39.88156881893382
000358.jpg,2024-09-20 22:18:19,62,38.98783892463236
000359.jpg,2024-09-20 22:18:21,62,39.77629250919118
000360.jpg,2024-09-20 22:18:22,62,39.72057243795956
000361.jpg,2024-09-20 22:18:23,62,39.720973115808825
000362.jpg,2024-09-20 22:30:00,62,66.33987678079045
000363.jpg,2024-09-20 22:30:00,62,66.33987678079045
000364.jpg,2024-09-20 22:45:00,62,70.37605267693014
000365.jpg,2024-09-20 23:00:00,62,70.40162568933823
000366.jpg,2024-09-20 23:15:00,62,70.43604377297794
000367.jpg,2024-09-20 23:30:00,60,70.44193761488971
000368.jpg,2024-09-20 23:45:00,60,70.45456255744486
000369.jpg,2024-09-21 00:00:00,60,70.35204790900735
000370.jpg,2024-09-21 00:15:00,60,70.48155732996324
000371.jpg,2024-09-21 00:30:00,60,70.38571490119486
000372.jpg,2024-09-21 00:45:00,60,70.50739889705882
000373.jpg,2024-09-21 01:00:00,60,70.68374310661764
000374.jpg,2024-09-21 01:15:00,60,70.72487649356617
000375.jpg,2024-09-21 01:30:00,60,70.61046357996324
000376.jpg,2024-09-21 01:45:00,60,70.71496007582721
000377.jpg,2024-09-21 02:00:00,59,70.73538028492646
000378.jpg,2024-09-21 02:15:00,60,70.59553509880514
000379.jpg,2024-09-21 02:30:00,60,70.66620232077206
000380.jpg,2024-09-21 02:45:00,59,70.64597024356618
000381.jpg,2024-09-21 03:00:00,59,70.62427906709559
000382.jpg,2024-09-21 03:15:00,59,66.92470272288602
000383.jpg,2024-09-21 03:30:00,59,70.64416791130515
000384.jpg,2024-09-21 03:45:00,59,70.64639964384192
000385.jpg,2024-09-21 04:00:00,59,70.64585104549633
000386.jpg,2024-09-21 04:15:00,59,70.63894473805146
000387.jpg,2024-09-21 04:30:00,59,70.65022403492647
000388.jpg,2024-09-21 04:45:00,59,70.64694249770221
000389.jpg,2024-09-21 05:00:00,59,70.65886948529412
000390.jpg,2024-09-21 05:15:00,59,70.67224408318015
000391.jpg,2024-09-21 05:30:00,59,70.69541877297794
000392.jpg,2024-09-21 05:45:00,59,70.73548368566176
000393.jpg,2024-09-21 06:00:00,59,70.76355124080882
000394.jpg,2024-09-21 06:15:00,59,70.84090791590073
000395.jpg,2024-09-21 06:30:00,59,72.15430549172794
000396.jpg,2024-09-21 06:45:00,59,70.47687126608456
000397.jpg,2024-09-21 07:00:00,59,80.79629767922795
000398.jpg,2024-09-21 07:15:00,59,100.60055434283088
000399.jpg,2024-09-21 07:30:00,59,103.10257783777574
000400.jpg,2024-09-21 07:45:00,59,113.00037626378676
000401.jpg,2024-09-21 08:00:00,59,109.9435489430147
000402.jpg,2024-09-21 08:15:00,59,108.80587086397058
000403.jpg,2024-09-21 08:30:00,59,105.15027860753676
000404.jpg,2024-09-21 08:45:00,59,99.92025074678308
000405.jpg,2024-09-21 09:00:00,59,106.30068502987132
000406.jpg,2024-09-21 09:15:00,59,105.21311322380515
000407.jpg,2024-09-21 09:30:00,59,102.87606703814338
000408.jpg,2024-09-21 09:45:00,59,109.73727165670955
000409.jpg,2024-09-21 10:00:00,59,104.79680319393383
000410.jpg,2024-09-21 10:15:00,60,105.44862419577206
000411.jpg,2024-09-21 10:30:00,59,95.95446920955882
000412.jpg,2024-09-21 10:45:00,59,107.01136115579044
000413.jpg,2024-09-21 11:00:00,60,103.52812356387868
000414.jpg,2024-09-21 11:15:00,60,101.6268856272978
000415.jpg,2024-09-21 11:30:00,60,105.87359834558823
000416.jpg,2024-09-21 11:45:00,60,96.0109619140625
000417.jpg,2024-09-21 12:00:00,60,107.50236960018383
000418.jpg,2024-09-21 12:01:48,60,100.8981201171875
000419.jpg,2024-09-21 12:15:00,60,104.42935144761029
000420.jpg,2024-09-21 12:30:00,60,104.54541733685662
000421.jpg,2024-09-21 12:45:00,60,102.51376522288604
000422.jpg,2024-09-21 13:00:00,60,105.60195743336396
000423.jpg,2024-09-21 13:15:00,60,103.85905905330883
000424.jpg,2024-09-21 13:30:00,60,113.35975844439338
000425.jpg,2024-09-21 13:45:00,60,105.12609719669118
000426.jpg,2024-09-21 14:00:00,60,106.15386029411765
000427.jpg,2024-09-21 14:15:00,60,97.64307502297794
000428.jpg,2024-09-21 14:30:00,60,101.70374396829044
000429.jpg,2024-09-21 14:45:00,60,110.81104951746323
000430.jpg,2024-09-21 15:00:00,60,108.2025634765625
000431.jpg,2024-09-21 15:15:00,60,112.39835994944853
000432.jpg,2024-09-21 15:30:00,60,105.90500919117648
000433.jpg,2024-09-21 15:45:00,60,105.04862275965074
000434.jpg,2024-09-21 16:00:00,60,97.22111098345589
000435.jpg,2024-09-21 16:15:00,60,107.43883846507353
000436.jpg,2024-09-21 16:30:00,60,103.53726447610295
000437.jpg,2024-09-21 16:45:00,60,100.1656005859375
000438.jpg,2024-09-21 17:00:00,60,112.79233542049633
000439.jpg,2024-09-21 17:15:00,60,103.23140366498161
000440.jpg,2024-09-21 17:30:00,60,101.17390567555147
000441.jpg,2024-09-21 17:45:00,60,104.27216653262867
000442.jpg,2024-09-21 18:00:00,60,104.430712890625
000443.jpg,2024-09-21 18:15:00,59,111.11423483455883
000444.jpg,2024-09-21 18:30:00,59,99.16325396369486
000445.jpg,2024-09-21 18:45:00,60,75.25836397058823
000446.jpg,2024-09-21 19:00:00,59,67.53288861443015
000447.jpg,2024-09-21 19:15:00,59,66.96961167279412
000448.jpg,2024-09-21 19:30:00,59,70.80544002757352
000449.jpg,2024-09-21 19:45:00,59,70.81419462316177
000450.jpg,2024-09-21 20:00:00,59,70.85762436810661
000451.jpg,2024-09-21 20:15:00,59,67.02347627527574
000452.jpg,2024-09-21 20:30:00,59,70.89076143152573
000453.jpg,2024-09-21 20:45:00,59,70.91751349954045
000454.jpg,2024-09-21 21:00:00,59,70.95642520680147
000455.jpg,2024-09-21 21:15:00,59,70.96453642003677
000456.jpg,2024-09-21 21:30:00,59,67.13772116268382
000457.jpg,2024-09-21 21:45:00,59,71.0287726907169
000458.jpg,2024-09-21 22:00:00,59,71.05373391544117
000459.jpg,2024-09-21 22:03:30,59,69.44718376608456
000460.jpg,2024-09-21 22:03:31,59,69.48177418428308
000461.jpg,2024-09-21 22:03:32,59,69.78917164522059
000462.jpg,2024-09-21 22:03:34,59,70.20694651884192
000463.jpg,2024-09-21 22:03:35,59,70.20996524586397
000464.jpg,2024-09-21 22:03:36,59,70.24739774816176
000465.jpg,2024-09-21 22:15:00,59,66.39431726792279
000466.jpg,2024-09-21 22:30:00,59,70.27156767003676
